Handle	Index	FileName	Volume	Group Size	Loop	Fade In	Fade Out	Defer Inst	Stop Inst	Duration	Compound	Reverb	Falloff	Cache	Async Only	Priority	Stream	Stereo	Tracking	Solo	Music Vol	Block 1	Block 2	Block 3
ESOUND_EVENT_DESERT_NIGHT_5	109	ambient\event\desertinsect7.wav	120	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_HAREM_1	110	ambient\event\thump6.wav	180	8	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_HAREM_2	111	ambient\event\thump2.wav	180	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_HAREM_3	112	ambient\event\thump3.wav	180	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_HAREM_4	113	ambient\event\thump4.wav	180	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_HAREM_5	114	ambient\event\thump5.wav	180	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_HAREM_6	115	ambient\event\thump1.wav	180	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_HAREM_7	116	ambient\event\scream7.wav	200	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_HAREM_8	117	ambient\event\scream4.wav	200	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_JUNGLE_DAY_1	118	ambient\event\junglebirdie9.wav	180	5	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_JUNGLE_DAY_2	119	ambient\event\jungleevent2.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_JUNGLE_DAY_3	120	ambient\event\junglebirdie10.wav	180	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_JUNGLE_DAY_4	121	ambient\event\jungleevent4.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_JUNGLE_DAY_5	122	ambient\event\junglebirdie3.wav	120	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_JUNGLE_NIGHT_1	123	ambient\event\junglebeastie1.wav	120	5	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_JUNGLE_NIGHT_2	124	ambient\event\junglebeastie2.wav	120	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_JUNGLE_NIGHT_3	125	ambient\event\junglebeastie3.wav	120	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_JUNGLE_NIGHT_4	126	ambient\event\junglebeastie4.wav	200	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_JUNGLE_NIGHT_5	127	ambient\event\junglebirdie1.wav	120	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_KURAST_DAY_1	128	ambient\event\desertinsect3.wav	120	5	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_KURAST_DAY_2	129	ambient\event\desertinsect4.wav	80	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_KURAST_DAY_3	130	ambient\event\junglebirdie2.wav	120	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_KURAST_DAY_4	131	ambient\event\jungleevent1.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_KURAST_DAY_5	132	ambient\event\jungleevent3.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_KURAST_NIGHT_1	133	ambient\event\junglebirdie4.wav	255	5	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_KURAST_NIGHT_2	134	ambient\event\singlecricket.wav	60	5	1	2	6	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_KURAST_NIGHT_3	135	ambient\event\junglebirdie12.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_KURAST_NIGHT_4	136	ambient\event\junglebirdie15.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_KURAST_NIGHT_5	137	ambient\event\junglebirdie16.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_LAIR_1	138	ambient\event\moan1.wav	255	5	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_LAIR_2	139	ambient\event\moan2.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_LAIR_3	140	ambient\event\moan3.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_LAIR_4	141	ambient\event\moan4.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_LAIR_5	142	ambient\event\moan5.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_LAVA_1	143	ambient\event\scream1.wav	255	8	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_LAVA_2	144	ambient\event\scream2.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_LAVA_3	145	ambient\event\scream3.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_LAVA_4	146	ambient\event\scream4.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_LAVA_5	147	ambient\event\lava1.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_LAVA_6	148	ambient\event\lava2.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_LAVA_7	149	ambient\event\lava3.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_LAVA_8	150	ambient\event\lava4.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_MESA_1	151	ambient\event\cavedrip8.wav	255	6	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_MESA_2	152	ambient\event\cavedrip7.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_MESA_3	153	ambient\event\cavedrip3.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_MESA_4	154	ambient\event\cavedrip4.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_MESA_5	155	ambient\event\cavedrip5.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_MESA_6	156	ambient\event\cavedrip6.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_MONASTERY_1	157	ambient\event\raven1.wav	255	5	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_MONASTERY_2	158	ambient\event\raven2.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_MONASTERY_3	159	ambient\event\raven3.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_MONASTERY_4	160	ambient\event\raven4.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_MONASTERY_5	161	ambient\event\raven5.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
ESOUND_EVENT_TEMPLE_1	162	ambient\event\breath1.wav	255	5	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
